max_pitch,avg_pitch,variance_pitch,harmonic,harmonic_variance,percussive,percussive_variance,Chroma_cens,Chroma_cens_var,chroma_cqt_mean,chroma_cqt_variance,chroma_stft_mean,chroma_stft_var,mfcc_delta_mean,mfcc_delta_variance,Mfccs,Mfccs_variance,Contrast,Contrast_var,poly_features_mean,poly_features_variance,Rolloff,Rolloff_var,Zrate,Zrate_var,Cent,Cent_var,tonnetz_mean,tonnetz_var,spec_bw_mean,spec_bw_var,rmse_mean,rmse_var,melspec_mean,melspec_var,max_lpc,mean_lpc,var_lpc
3808.0146484375,16.288244247436523,25154.392578125,-4.4289885181569844e-07,0.0005449111922644079,-1.8979236529048649e-06,0.0006755224312655628,0.25182268023490906,0.019918663427233696,0.484787255525589,0.07981964945793152,0.438136488199234,0.09334630519151688,0.014560420997440815,3.5061395168304443,-21.64780616760254,16835.904296875,23.051068451061344,124.05659605161081,0.14147187432657357,0.19791973048638495,3245.245444937928,2642883.2349533224,0.04367776113013699,0.0004167265506371433,1682.2795378826813,463784.68827918294,0.004130839536609543,0.00532517944535623,2265.6359734054495,277005.0771891451,0.017355773597955704,0.0013984072720631957,0.4040113091468811,37.36677551269531,1.0,0.0010054742451757193,0.3447040021419525
3724.173583984375,29.63445281982422,77069.140625,4.539096153166611e-06,0.0006262073293328285,7.700017158640549e-05,0.0004348096845205873,0.242039754986763,0.024750085547566414,0.401664674282074,0.07010260969400406,0.39859938621520996,0.09241291135549545,0.01595388725399971,3.1227383613586426,-10.774532318115234,9842.8232421875,25.782335368889818,126.74553437170329,0.2874178039520344,0.2299938881163665,3692.096572034941,2965115.9123424217,0.09246585875984252,0.0036590523725404753,1952.8666712566267,472545.2838874042,0.03589717656087591,0.005906888533383738,2121.267838145,281244.2708136076,0.027355292811989784,0.0009232115698978305,0.3865107297897339,24.022958755493164,1.0,0.0021539712324738503,0.33427268266677856
3551.085205078125,26.222564697265625,68103.921875,-2.0081422462681076e-06,0.00043968227691948414,-4.127759439143119e-06,0.00028025294886901975,0.2420705109834671,0.02473519556224346,0.41585618257522583,0.07581064105033875,0.2524411380290985,0.0969667062163353,0.05758955702185631,2.8273396492004395,-16.919551849365234,12771.220703125,26.28791265387084,125.1982259935027,0.20867296971481503,0.11769851353089654,2805.6844571741617,949065.4967709099,0.18149771341463414,0.008832518576441033,2021.1190551790387,502451.0255406748,0.02487582709496522,0.006159246742677248,1466.6559453286977,173890.1802829522,0.02379811368882656,0.000523205439094454,0.2251516431570053,9.338834762573242,2.147787094116211,0.001275514834560454,1.167984962463379
3973.858154296875,9.469855308532715,10223.634765625,-2.013327275562915e-06,0.0007326617487706244,5.417114607553231e-06,0.000890976341906935,0.24133960902690887,0.025088520720601082,0.46555542945861816,0.09344732016324997,0.39006978273391724,0.10043084621429443,0.0632902979850769,2.9967055320739746,-19.793682098388672,16288.0341796875,22.668077045623114,112.35949611493257,0.16937084364683688,0.2176653048092228,2620.522999200295,2798181.584228016,0.03835122416338583,0.0003373707595040922,1387.7916572275772,339270.0517925954,-0.009949798741860276,0.00685765991381045,1980.039621683288,387714.74895148235,0.02257571928203106,0.001758126774802804,0.5391563177108765,60.55472183227539,1.0,0.0008052157936617732,0.5626854300498962
3038.6923828125,6.923525333404541,8299.359375,-9.359978321299423e-07,0.00026176151004619896,2.749544000835158e-05,0.0005365220131352544,0.2224675714969635,0.033841509371995926,0.3530959486961365,0.0827016681432724,0.4576784074306488,0.09796375036239624,-0.0001337321737082675,2.9730639457702637,-19.479019165039062,17721.89453125,23.007263081328173,118.45848373880315,0.132280778820279,0.13294269351282886,2583.221387487697,2599309.0440341667,0.02808962844488189,0.0001696182114745821,1367.5085422924728,520213.31429024227,0.010964725345694514,0.01424849904738034,1908.4272039844234,308612.50988383853,0.016775500029325485,0.0009176004095934331,0.28479820489883423,15.190545082092285,1.0,0.0011108412872999907,0.31954750418663025
3568.948974609375,16.7152099609375,23162.759765625,-1.3066060944311175e-07,0.000413732195738703,1.5039140635053627e-05,0.0006509346421808004,0.2389940470457077,0.026215188205242157,0.3786340653896332,0.07842543721199036,0.40902870893478394,0.09930550307035446,0.06007471680641174,2.61881160736084,-21.778884887695312,16290.4833984375,23.260290322650597,128.70623824068193,0.1426024681915876,0.1599673174869327,2623.3206200787404,2871196.799443743,0.04018131766732284,0.00030093722544775414,1517.003446313003,778290.5640579935,0.011738065186537834,0.00798247855052464,1923.2894508813424,324731.1182542033,0.018771659582853317,0.0012799423420801759,0.3877350389957428,33.02494812011719,1.0,0.0013684843434020877,0.1618458479642868
3552.413818359375,15.057941436767578,21628.12109375,-1.92788115782605e-06,0.0004253159568179399,-9.789733667275868e-06,0.000573379045818001,0.23200972378253937,0.029504815116524696,0.39852219820022583,0.0876833125948906,0.3426794707775116,0.09978412091732025,0.05571228638291359,3.3370094299316406,-19.247404098510742,16348.9072265625,24.051585386699458,105.94528538830392,0.15164537292025262,0.17003931307552075,2741.1433730014537,2253794.5912282746,0.05168589510658915,0.0008015229749132266,1542.102954591904,423262.5218183381,0.0034895531955586967,0.01150358716735989,2001.2227089324715,288409.80270252406,0.01904851384460926,0.0011916259536519647,0.36871182918548584,26.806838989257812,1.0,0.001519967569038272,0.3330567181110382
3340.34423828125,11.60421371459961,13483.7626953125,1.2762121741616284e-06,0.00027128958026878536,-3.798499619733775e-06,0.0006182221113704145,0.242393359541893,0.024578789249062538,0.42337191104888916,0.07574012130498886,0.37607041001319885,0.0939716175198555,0.02028840221464634,3.718693971633911,-23.616682052612305,19098.27734375,22.771848260190275,127.20035083930489,0.1382318055198041,0.1761442932508448,3805.367687136628,3166232.567265461,0.04288547722868217,0.00021744559543449845,1826.7406094695261,608372.8891828139,-0.002937873149375568,0.004491009945714057,2405.6450464928625,368229.681869609,0.016339784488081932,0.000988008570857346,0.29611626267433167,15.911392211914062,1.0,0.003451129188761115,0.13585589826107025
3862.582763671875,11.722073554992676,15801.716796875,2.373570396230207e-06,0.00043614854803308845,1.1023400475096423e-05,0.0004256808606442064,0.24040310084819794,0.025539681315422058,0.41445448994636536,0.07930056005716324,0.4092864692211151,0.09908589720726013,0.03848304599523544,3.5494325160980225,-20.96625518798828,17336.041015625,22.56446010302948,120.96862825834943,0.1326065149450628,0.14376248751734383,3784.6723901943897,4122259.7543594157,0.04286109744094488,0.0003820175763596767,1823.43898954412,729509.368269576,0.014514819096350383,0.0056429951270567475,2390.9033195151515,375077.6641242806,0.016600847244262695,0.001018647337332368,0.3075076639652252,19.76780891418457,1.0,0.0010662153363227844,0.3553049564361572
3992.976806640625,12.035125732421875,21321.845703125,1.0083140296046622e-05,0.0007742074667476118,2.99665753118461e-05,0.000696549832355231,0.23477241396903992,0.028215250000357628,0.38011276721954346,0.08620165288448334,0.33687710762023926,0.10844404995441437,0.05677195265889168,3.792961835861206,-21.165395736694336,16279.90234375,23.58989173026658,117.38025544166061,0.1729642443564487,0.22109693305595549,3182.251361035925,4548214.00989683,0.03898176058070866,0.0004059902843697899,1661.0930125893046,836882.7246790035,-0.016951247943772053,0.011177125751033936,2111.455062104873,443240.9404408763,0.02289622835814953,0.0017724116332828999,0.5451375246047974,68.79573059082031,1.0,0.0014730532420799136,0.2345065176486969
